ESATAN 2016 sp2;  MODEL MOVE_II_3_2_CASE_242;  TIME 16 December  2016  07:24:00
 
TIME,T604,T654,T706,T1043,T3000,T3012,T5013,T5014,T13012,T14014,T20044,T22043,T24012,T26012,T28012,T29012,T30045,T41102,T70100,T73507,T80037,T80062,T80137,T80162,T80237,T80262,T80337,T80362,T81062,T82000,T82100,
 0.000000000000000E+00,-3.479478546297171E+01,-3.662702202968092E+01,-3.319060222710416E+01,4.795828405337058E+00,1.718016589112754E+01,2.726416339427776E+01,8.105384999161963E-01,1.707727585215297E+01,1.835375272174383E+01,1.718566862409478E+01,1.915533753949087E+01,1.861313739468824E+01,1.734083561844961E+01,2.519688947335924E+01,1.834360433913553E+01,1.838531998029254E+01,1.830549931188646E+01,1.401460399320645E+01,2.715029657075066E+01,1.359721668517376E+00,1.833562063186263E+01,1.836348867521838E+01,1.834725080530476E+01,1.837580186151271E+01,1.830158355225483E+01,1.832513611861029E+01,1.830336137357691E+01,1.833599043218415E+01,1.861715873381906E+01,-3.663577432467267E+01,-3.663746566079924E+01,
 6.374000167846680E+01,-3.438958145291214E+01,-3.617585490808663E+01,-3.280102242187880E+01,4.860563283327086E+00,1.723580239558249E+01,2.736004747665234E+01,8.206004904533721E-01,1.717783304631191E+01,1.846765862964574E+01,1.728651158412490E+01,1.916494871686661E+01,1.863280454308271E+01,1.735970291344718E+01,2.524172181082388E+01,1.833658404671595E+01,1.837840618565867E+01,1.829852728537359E+01,1.407294281201288E+01,2.724678414851752E+01,1.444117355358097E+00,1.832844201343713E+01,1.835640099688331E+01,1.834038887936542E+01,1.836901897427527E+01,1.829455805745489E+01,1.831797689483417E+01,1.829706587150888E+01,1.832920366022302E+01,1.874912323615142E+01,-3.640690663567126E+01,-3.629295186157655E+01,
 1.274800033569336E+02,-3.398791582356230E+01,-3.572826673007025E+01,-3.241575796501424E+01,4.925761261714885E+00,1.729287696953788E+01,2.745314641781371E+01,8.357567842364344E-01,1.727983299528772E+01,1.858242725339907E+01,1.738878243897805E+01,1.917579587369377E+01,1.865430691620110E+01,1.738004404536573E+01,2.528659995888873E+01,1.833045596142527E+01,1.837238832846220E+01,1.829245116584470E+01,1.412947436190215E+01,2.734153597848769E+01,1.530297063694820E+00,1.832215822402631E+01,1.835021091258778E+01,1.833441339382239E+01,1.836312008883019E+01,1.828842625978541E+01,1.831171351455495E+01,1.829164280301506E+01,1.832330318239292E+01,1.888191201078844E+01,-3.617056331878152E+01,-3.594086823920968E+01,
 1.912200050354004E+02,-3.359454286829832E+01,-3.528869974447888E+01,-3.203737432997774E+01,4.996576160430640E+00,1.735080723318721E+01,2.754521098746959E+01,8.567453564774259E-01,1.738416494698255E+01,1.869870400913020E+01,1.749340542420668E+01,1.918777459392177E+01,1.867750172740532E+01,1.740179473059862E+01,2.533136359346953E+01,1.832519509397948E+01,1.836723417352661E+01,1.828724438990685E+01,1.418407084413399E+01,2.743476281307557E+01,1.617751797762996E+00,1.831674597512335E+01,1.834488952395708E+01,1.832929765299161E+01,1.835807263576050E+01,1.828316382697528E+01,1.830632163830917E+01,1.828706629426986E+01,1.831826066174019E+01,1.901508196850188E+01,-3.592627038543523E+01,-3.558321279471668E+01,
 2.549600067138672E+02,-3.321298764298622E+01,-3.486053072098830E+01,-3.166838886121045E+01,5.069352480339135E+00,1.741142167584701E+01,2.763595465129132E+01,8.838020350320561E-01,1.749025378217311E+01,1.881626676648442E+01,1.759985725248393E+01,1.920081668953712E+01,1.870227965885163E+01,1.742482319629516E+01,2.537602910516932E+01,1.832077630165234E+01,1.836292196936011E+01,1.828288456223510E+01,1.423656588093643E+01,2.752656451274023E+01,1.705834761585647E+00,1.831218306464044E+01,1.834041441052622E+01,1.832501570023028E+01,1.835386160733700E+01,1.827874907688328E+01,1.830177926739276E+01,1.828329810457164E+01,1.831404895979849E+01,1.914813922335043E+01,-3.567509692182993E+01,-3.522223230917055E+01,
 3.187000083923340E+02,-3.284643528570955E+01,-3.444696575192324E+01,-3.131192921422868E+01,5.143197249412087E+00,1.747481001901930E+01,2.772555092733822E+01,9.154626052604552E-01,1.759786533679705E+01,1.893473950908013E+01,1.770787618483052E+01,1.921486877222211E+01,1.872846616893019E+01,1.744892760722469E+01,2.542060181990314E+01,1.831717102109609E+01,1.835942594274165E+01,1.827934225240183E+01,1.428691241296637E+01,2.761706182571848E+01,1.793533079261222E+00,1.830844439811150E+01,1.833676142164614E+01,1.832153786193810E+01,1.835045767905784E+01,1.827515599204436E+01,1.829806090934248E+01,1.828030835347466E+01,1.831063687435052E+01,1.928065559264316E+01,-3.541838792015866E+01,-3.486035338988192E+01,
 3.824400100708008E+02,-3.249733138105371E+01,-3.405272187759431E+01,-3.097029936798978E+01,5.217455912062984E+00,1.754042940632278E+01,2.781461683821390E+01,9.525961420804309E-01,1.770702174171341E+01,1.905391777267536E+01,1.781741124761620E+01,1.922981337881404E+01,1.875594326373801E+01,1.747382331239665E+01,2.546511636100949E+01,1.831435443078002E+01,1.835672109772251E+01,1.827659140416847E+01,1.433504275495742E+01,2.770636134941890E+01,1.880050203227912E+00,1.830550498494993E+01,1.833390624898443E+01,1.831883951952499E+01,1.834783490127701E+01,1.827235797087408E+01,1.829514126014426E+01,1.827807541728012E+01,1.830800018759044E+01,1.941219661956417E+01,-3.515782129289968E+01,-3.450037040345606E+01,
 4.461800117492676E+02,-3.216898464722997E+01,-3.368107053590091E+01,-3.064449763173635E+01,5.296638676321941E+00,1.760768162886771E+01,2.790296198921437E+01,9.939526000008188E-01,1.781722124796592E+01,1.917333753785957E+01,1.792810434079927E+01,1.924553630526063E+01,1.878449918457958E+01,1.749962217862421E+01,2.550954741307217E+01,1.831229730614024E+01,1.835477932133447E+01,1.827460395250403E+01,1.438083151680188E+01,2.779461778824866E+01,1.964830506164934E+00,1.830333280371748E+01,1.833182078938696E+01,1.831689155428475E+01,1.834596145008868E+01,1.827032355432371E+01,1.829298774284075E+01,1.827655698989415E+01,1.830610911357570E+01,1.954212758764610E+01,-3.489354866817790E+01,-3.414490765593963E+01,
 5.099200134277344E+02,-3.186338218917738E+01,-3.333454346509953E+01,-3.034139785573861E+01,5.377265932648853E+00,1.767635250233411E+01,2.799047485711343E+01,1.038953511605049E+00,1.792789537439694E+01,1.929304405450013E+01,1.803930578688814E+01,1.926206832389871E+01,1.881406444101865E+01,1.752627693471447E+01,2.555396941957980E+01,1.831097044513582E+01,1.835356750369116E+01,1.827335308665991E+01,1.442422430099486E+01,2.788196948328849E+01,2.047229864986654E+00,1.830190476932015E+01,1.833047228468333E+01,1.831566374193596E+01,1.834480657691759E+01,1.826903256971838E+01,1.829157954607613E+01,1.827574917694096E+01,1.830493700455305E+01,1.966995497008154E+01,-3.462722992778139E+01,-3.379587655047432E+01,
 5.736600151062012E+02,-3.158206661580757E+01,-3.301598641770542E+01,-3.006201274318052E+01,5.452961711552736E+00,1.774712552752808E+01,2.807741715934920E+01,1.087339308293700E+00,1.803825921638601E+01,1.941257650048419E+01,1.815029183727935E+01,1.927943134338311E+01,1.884457713373804E+01,1.755353020862655E+01,2.559841873780543E+01,1.831036499797512E+01,1.835307622290597E+01,1.827282961015677E+01,1.446528132335223E+01,2.796866431482577E+01,2.126486369688500E+00,1.830120988446001E+01,1.832985357012230E+01,1.831514859705007E+01,1.834436057760122E+01,1.826847366461138E+01,1.829090486480953E+01,1.827564180650025E+01,1.830447672154522E+01,1.979544332528947E+01,-3.436167249850723E+01,-3.345595010026551E+01,
