ESATAN 2016 sp2;  MODEL MOVE_II_3_2_CASE_223;  TIME 16 December  2016  06:46:44
 
TIME,T604,T654,T706,T1043,T3000,T3012,T5013,T5014,T13012,T14014,T20044,T22043,T24012,T26012,T28012,T29012,T30045,T41102,T70100,T73507,T80037,T80062,T80137,T80162,T80237,T80262,T80337,T80362,T81062,T82000,T82100,
 0.000000000000000E+00,-3.004864833659543E+01,-3.102079597999469E+01,-2.850993833242731E+01,2.673826617133394E+00,7.508775366777411E+00,1.084612653200627E+01,4.984574725743131E+00,4.750847087927585E+00,3.364474233334824E+00,4.696558883290716E+00,1.359868258862417E+01,1.434170452201194E+01,1.198593023950098E+01,1.609339413562786E+01,1.161037926945998E+01,1.163614666492218E+01,1.158700376808641E+01,6.420752779861496E+00,1.080346893766981E+01,3.827456696407019E-01,1.160279989737075E+01,1.162004737165006E+01,1.161301514210921E+01,1.163194053425988E+01,1.158208675976389E+01,1.159574025304180E+01,1.157856674997714E+01,1.160465688099219E+01,2.838058713886216E+00,-3.001909398224173E+01,-2.938142093332366E+01,
 6.374000167846680E+01,-2.917707836751076E+01,-3.078131715519328E+01,-2.675143475677041E+01,2.809724081769172E+00,6.543354531217918E+00,1.100912341150857E+01,4.910142003541848E+00,4.936430102252459E+00,3.675081379776372E+00,4.871639948146671E+00,1.364119020893248E+01,1.439739848542444E+01,1.204210458712057E+01,1.615536346935180E+01,1.161426249825091E+01,1.164008823571896E+01,1.158989624344771E+01,6.672367855926630E+00,1.107367321852848E+01,7.834406607732349E-01,1.160472749739061E+01,1.162251277404072E+01,1.161879981565927E+01,1.163919754948996E+01,1.158394532361543E+01,1.159755192151206E+01,1.158684874487852E+01,1.161053218619430E+01,3.138201238010522E+00,-2.964597309056431E+01,-2.930543189038005E+01,
 1.274800033569336E+02,-2.852003641530139E+01,-3.053341283262609E+01,-2.668183414459424E+01,3.129930929391496E+00,6.471124951296181E+00,1.078644883058072E+01,4.680538697064046E+00,4.724741662475957E+00,3.553575812892000E+00,4.669718882386251E+00,1.369314184886756E+01,1.447182697662368E+01,1.210953275188633E+01,1.620083256190178E+01,1.162372815060914E+01,1.164907155231819E+01,1.160010815449474E+01,6.981672705640493E+00,1.085291255871825E+01,1.149784530514261E+00,1.161484415830413E+01,1.163206356726172E+01,1.162813804988049E+01,1.164723557647903E+01,1.159502228586740E+01,1.160792674495153E+01,1.159749029368490E+01,1.162027879723747E+01,3.129462147014321E+00,-2.936582845249441E+01,-2.913876870789908E+01,
 1.912200050354004E+02,-2.802126059533752E+01,-3.008564314858850E+01,-2.668478417712430E+01,3.251852595860484E+00,7.502507126995006E+00,1.147053318234072E+01,4.452192601003679E+00,5.013946182081386E+00,3.978691172585476E+00,4.964387068441643E+00,1.374333460796008E+01,1.454429134031424E+01,1.217806492879588E+01,1.624860825183647E+01,1.163384251270393E+01,1.165922052428316E+01,1.161153840861693E+01,7.061536006109374E+00,1.140119371156271E+01,1.341648410002305E+00,1.162570021476963E+01,1.164264407290712E+01,1.163725468129043E+01,1.165598495165560E+01,1.160662183277031E+01,1.161900522047563E+01,1.160660737795254E+01,1.162949523426822E+01,3.633647184385995E+00,-2.894956299623015E+01,-2.871274232454973E+01,
 2.549600067138672E+02,-2.803224053652319E+01,-2.961631645199456E+01,-2.607978884498758E+01,3.503188000378812E+00,6.463517519463625E+00,1.127167274498919E+01,5.933095193825030E+00,5.635171663947325E+00,4.232048032579809E+00,5.525316246443688E+00,1.378632365438789E+01,1.460797418833977E+01,1.224429966296607E+01,1.632010138837102E+01,1.164457810594124E+01,1.167011260440811E+01,1.162097886068702E+01,6.999848991402500E+00,1.134718874378992E+01,1.496187001146323E+00,1.163443966997705E+01,1.165204537500704E+01,1.164961947054275E+01,1.166977309173177E+01,1.161507331686944E+01,1.162756792816608E+01,1.162035192921442E+01,1.164187334144810E+01,3.709454293406742E+00,-2.862113359567864E+01,-2.830878274482610E+01,
 3.187000083923340E+02,-2.805146841977006E+01,-2.958882682983521E+01,-2.635489686588637E+01,3.865865286027473E+00,7.613332675742541E+00,1.120812191603212E+01,5.714467411373565E+00,5.313656075582325E+00,4.130309833335020E+00,5.264336103897228E+00,1.383039606860561E+01,1.468649870663583E+01,1.230982084785130E+01,1.636469371930547E+01,1.165652871496403E+01,1.168198965789154E+01,1.163335221193576E+01,6.930701127233218E+00,1.117370901417161E+01,1.536493988475192E+00,1.164646969774152E+01,1.166397962656668E+01,1.166114983370874E+01,1.168027415021474E+01,1.162739711138782E+01,1.163967131804399E+01,1.163177270701035E+01,1.165350126233076E+01,3.621537229088185E+00,-2.841540584504752E+01,-2.801563335200273E+01,
 3.824400100708008E+02,-2.746276414378787E+01,-2.947933852131823E+01,-2.624914322170356E+01,3.949893442152584E+00,8.155043529881596E+00,1.189964728926308E+01,5.789428550378858E+00,5.697344237259629E+00,4.619677070112524E+00,5.643258649725547E+00,1.388313494900715E+01,1.478260512539185E+01,1.237678768614402E+01,1.643242669215863E+01,1.166795529101995E+01,1.169353201478809E+01,1.164573277404969E+01,7.040305855555163E+00,1.181329183343361E+01,1.553888962340739E+00,1.165860837865570E+01,1.167600537957092E+01,1.167208212286786E+01,1.169086841470668E+01,1.163984436844972E+01,1.165190286578320E+01,1.164413415911887E+01,1.166469569455024E+01,4.054478466479316E+00,-2.799911368827219E+01,-2.764047515393339E+01,
 4.461800117492676E+02,-2.824485741395461E+01,-2.934173249615361E+01,-2.658213610112265E+01,3.745940382627150E+00,6.919376609236148E+00,1.164989699496223E+01,5.601845477880574E+00,5.585398224534162E+00,4.541477506889778E+00,5.527841880688890E+00,1.393531485251031E+01,1.485796445238402E+01,1.244365513955249E+01,1.652102879687029E+01,1.168220157280210E+01,1.170780617683465E+01,1.165977657282242E+01,7.427788559643007E+00,1.170594347139695E+01,1.725038697944651E+00,1.167199451725435E+01,1.168965741831687E+01,1.168696130853914E+01,1.170591950862994E+01,1.165350125058553E+01,1.166527128406553E+01,1.166019761527797E+01,1.167973983067993E+01,4.046544821540438E+00,-2.763133416288481E+01,-2.761366647754803E+01,
 5.099200134277344E+02,-2.862092785843595E+01,-2.957829099141179E+01,-2.714239236068482E+01,3.599906074174547E+00,7.777744170005700E+00,1.176902285818221E+01,5.329274083605922E+00,5.481436599983058E+00,4.478988775533572E+00,5.435728471130599E+00,1.398483365168514E+01,1.491132645765435E+01,1.251224230085992E+01,1.658372294648808E+01,1.169991431074365E+01,1.172525748923625E+01,1.167844157570787E+01,7.630266804638855E+00,1.173223735963748E+01,1.894241944236482E+00,1.169021497879889E+01,1.170735871557335E+01,1.170469604813437E+01,1.172345424305422E+01,1.167305642427106E+01,1.168383298343947E+01,1.167893189669219E+01,1.169767496476253E+01,4.077474501225282E+00,-2.761032820437383E+01,-2.795174507279379E+01,
 5.736600151062012E+02,-2.712664269486202E+01,-2.922915857843430E+01,-2.623177356876352E+01,3.674540216128310E+00,7.848651512139426E+00,1.225899380592690E+01,5.275270686722136E+00,5.872078265587013E+00,4.922097009546953E+00,5.822667692106243E+00,1.403276413428723E+01,1.495660556516457E+01,1.258082507835061E+01,1.666605578008434E+01,1.171887458162886E+01,1.174434762409849E+01,1.169811771399767E+01,7.569109336891586E+00,1.221161374595863E+01,2.080501028131157E+00,1.170971014426659E+01,1.172667916886411E+01,1.172325438362779E+01,1.174199062061681E+01,1.169301607202246E+01,1.170351378654926E+01,1.169763037053618E+01,1.171629611513818E+01,4.419832620756142E+00,-2.753325971103594E+01,-2.791449972761504E+01,
