ESATAN 2016 sp2;  MODEL MOVE_II_3_2_CASE_262;  TIME 16 December  2016  13:51:14
 
TIME,T604,T654,T706,T1043,T3000,T3012,T5013,T5014,T13012,T14014,T20044,T22043,T24012,T26012,T28012,T29012,T30045,T41102,T70100,T73507,T80037,T80062,T80137,T80162,T80237,T80262,T80337,T80362,T81062,T82000,T82100,
 0.000000000000000E+00,-3.167105930646361E+01,-3.350450849110256E+01,-2.998388150081598E+01,8.364645841966798E+00,2.058371652827792E+01,3.070850737388067E+01,4.354699709448466E+00,1.991129547724783E+01,2.079890607670038E+01,1.999404668751639E+01,2.323817747267523E+01,2.226281281076125E+01,2.124584689355116E+01,2.908844583112799E+01,2.329460153477101E+01,2.333614368547156E+01,2.324726244960259E+01,1.762534809109048E+01,3.061020302860710E+01,5.641897923150326E+00,2.328460423522175E+01,2.331344233514872E+01,2.329777058793766E+01,2.332684799454888E+01,2.324162396982398E+01,2.327218337824084E+01,2.324095496155323E+01,2.328430258525178E+01,2.132098342557351E+01,-3.304268204619720E+01,-3.333409542047495E+01,
 6.374000167846680E+01,-3.129823015075671E+01,-3.308651486086304E+01,-2.962693756021480E+01,8.413423060888611E+00,2.062848331634542E+01,3.079388742564464E+01,4.359555795823407E+00,2.000411014880017E+01,2.090686764492975E+01,2.008727596979427E+01,2.322996132620797E+01,2.226787821260267E+01,2.124935956095364E+01,2.911734521375288E+01,2.326036573717820E+01,2.330194245970035E+01,2.321319363640226E+01,1.767198327191574E+01,3.069633861254033E+01,5.715235973067887E+00,2.325038594147465E+01,2.327930338256828E+01,2.326386043209520E+01,2.329301786246508E+01,2.320766289008133E+01,2.323801017786567E+01,2.320776266077987E+01,2.325049662413048E+01,2.144566268437386E+01,-3.284699834045975E+01,-3.302330968143247E+01,
 1.274800033569336E+02,-3.092875961474890E+01,-3.267178566707847E+01,-2.927395972985549E+01,8.462859971273396E+00,2.067476349031073E+01,3.087662329143231E+01,4.369520989413601E+00,2.009844629996995E+01,2.101573196604681E+01,2.018200774525464E+01,2.322318510532260E+01,2.227495374900171E+01,2.125451331016653E+01,2.914642562145355E+01,2.322799436803584E+01,2.326969936870106E+01,2.318096243482768E+01,1.771686819411604E+01,3.078073322725023E+01,5.790344938772452E+00,2.321787070582902E+01,2.324688375524847E+01,2.323165306332446E+01,2.326089412982395E+01,2.317538955492893E+01,2.320553316461950E+01,2.317624945564943E+01,2.321838621280712E+01,2.157116118487824E+01,-3.264375251217351E+01,-3.270471747850222E+01,
 1.912200050354004E+02,-3.056727861602791E+01,-3.226476428596964E+01,-2.892754428347271E+01,8.518075528708577E+00,2.072193318935691E+01,3.095832657323170E+01,4.385270580911529E+00,2.019512023762077E+01,2.112609862179740E+01,2.027909744775819E+01,2.321773868477783E+01,2.228389065729136E+01,2.126123582411375E+01,2.917552585391969E+01,2.319679094173586E+01,2.323862014334744E+01,2.314990202494950E+01,1.775985854161905E+01,3.086360330631960E+01,5.866719609787641E+00,2.318652873065833E+01,2.321563378410871E+01,2.320060515784035E+01,2.322992084505040E+01,2.314428765073582E+01,2.317422951282579E+01,2.314588162969502E+01,2.318743349795880E+01,2.169704080993168E+01,-3.243245857207852E+01,-3.238030905166028E+01,
 2.549600067138672E+02,-3.010354648855948E+01,-3.186473215178361E+01,-2.836808449360938E+01,8.659193890482932E+00,2.080066458041126E+01,3.112078184834148E+01,4.419759196249749E+00,2.040261248722924E+01,2.137703115006512E+01,2.049041731456148E+01,2.329029303526913E+01,2.232712137950233E+01,2.129237283696911E+01,2.920953653965113E+01,2.324071112373781E+01,2.327411360511244E+01,2.319341313577637E+01,1.784304862256542E+01,3.104226270409903E+01,6.040834369989999E+00,2.323097080182716E+01,2.325451824983791E+01,2.324641470781309E+01,2.327151063324594E+01,2.318961188708654E+01,2.321936377760578E+01,2.319194458878240E+01,2.323373857656076E+01,2.198366452643858E+01,-3.202463324959367E+01,-3.178095914980793E+01,
 3.187000083923340E+02,-2.937598880008680E+01,-3.142756831402439E+01,-2.676398584624223E+01,1.254084858667702E+01,2.098989975038813E+01,3.142973549541407E+01,4.490140948973511E+00,2.078563262075256E+01,2.184454023528450E+01,2.087930420511085E+01,2.523639192179992E+01,2.348296935458513E+01,2.168934252099318E+01,2.927453182181628E+01,2.345695619776596E+01,2.348318286323164E+01,2.342621326501905E+01,1.801932893021919E+01,3.135145068247952E+01,6.366212035421106E+00,2.344476617162188E+01,2.346338279843382E+01,2.346409150344843E+01,2.348387089292751E+01,2.342089964644233E+01,2.343621689695391E+01,2.343001629947188E+01,2.345504791743613E+01,2.250570300434137E+01,-3.133614571598312E+01,-3.087669811535608E+01,
 3.824400100708008E+02,-2.854433920191761E+01,-3.093459146037363E+01,-2.520549698527027E+01,1.864549849513197E+01,2.118177432036344E+01,3.170305403920650E+01,4.577862978718452E+00,2.114024377809413E+01,2.227414801628622E+01,2.123907778487352E+01,2.778581409454255E+01,2.549852484402094E+01,2.245128843089435E+01,2.937138224158087E+01,2.368858264106841E+01,2.370748318494751E+01,2.367328469539603E+01,1.828727028942874E+01,3.162563655719454E+01,6.675128589150188E+00,2.367452544416798E+01,2.368766684376246E+01,2.369666598037086E+01,2.371084952659553E+01,2.366692236975300E+01,2.366924679391633E+01,2.368147411045463E+01,2.369136896290642E+01,2.297606813479024E+01,-3.067608863924506E+01,-3.006425940996580E+01,
 4.461800117492676E+02,-2.769023562558265E+01,-3.038904727701200E+01,-2.376119731787671E+01,2.433689824748512E+01,2.139500476245049E+01,3.196874581217748E+01,4.685945017403838E+00,2.149446491112617E+01,2.269491771874363E+01,2.159777480229223E+01,3.002885735689565E+01,2.769258267343585E+01,2.344557686745082E+01,2.950284738103140E+01,2.393531467818138E+01,2.394841374408430E+01,2.393298091277903E+01,1.863297246482639E+01,3.189108413892477E+01,6.984751069018657E+00,2.392009197709536E+01,2.392873198254408E+01,2.394397511883390E+01,2.395375344913259E+01,2.392594606779010E+01,2.391762880418126E+01,2.394390583373081E+01,2.394175576176099E+01,2.342756789786567E+01,-2.999333661482489E+01,-2.925168843777238E+01,
 5.099200134277344E+02,-2.688670801388840E+01,-2.980749386536060E+01,-2.248317109004117E+01,2.920617495789391E+01,2.160239109660543E+01,3.218410305632985E+01,4.791502578546959E+00,2.178549919134253E+01,2.302941421357314E+01,2.189157342821291E+01,3.190703379048477E+01,2.987066282137947E+01,2.456723551933077E+01,2.966342444894873E+01,2.418719018334149E+01,2.419542121021912E+01,2.419509998301495E+01,1.895501489931480E+01,3.210584615912574E+01,7.235297821334070E+00,2.417119716099947E+01,2.417598947181303E+01,2.419618763281612E+01,2.420232164226427E+01,2.418755612585736E+01,2.417097720871633E+01,2.420764370464556E+01,2.419635135799064E+01,2.377991695575068E+01,-2.940644600932681E+01,-2.856017385481175E+01,
 5.736600151062012E+02,-2.611100336138134E+01,-2.920845470426447E+01,-2.134059920705215E+01,3.331993571939750E+01,2.181567792046551E+01,3.238756346050251E+01,4.905351537298385E+00,2.206350624928391E+01,2.334062532604219E+01,2.217172263745596E+01,3.349345461869056E+01,3.197773340189748E+01,2.575300944883461E+01,2.984613866107510E+01,2.444716603020629E+01,2.445172043004281E+01,2.446333180842102E+01,1.928378271780764E+01,3.231084640393464E+01,7.469318346360722E+00,2.443059869366666E+01,2.443242553609166E+01,2.445627932350947E+01,2.445960643253822E+01,2.445528856770775E+01,2.443214276881356E+01,2.447670721818345E+01,2.445829036343368E+01,2.410220813713002E+01,-2.882573636987830E+01,-2.786942168455028E+01,
