ESATAN 2016 sp2;  MODEL MOVE_II_3_3_CASE_322;  TIME 17 December  2016  21:40:26
 
TIME,T604,T654,T706,T1043,T3000,T3012,T5013,T5014,T13012,T14014,T20044,T22043,T24012,T26012,T28012,T29012,T30045,T41102,T70100,T73507,T80037,T80062,T80137,T80162,T80237,T80262,T80337,T80362,T81062,T82000,T82100,
 0.000000000000000E+00,-3.655124722761347E+01,-3.835657538465288E+01,-3.502551746156625E+01,2.086545293993082E+00,1.430142265952159E+01,2.437278769707670E+01,-2.515703845515307E+00,1.426518432019698E+01,1.563323472947105E+01,1.437771942987906E+01,1.609193123272721E+01,1.577063839891620E+01,1.430970403338170E+01,2.216530209309248E+01,1.491098312117404E+01,1.495196044203090E+01,1.487649947954300E+01,1.108392605377428E+01,2.424827709255903E+01,-1.572301032201534E+00,1.490350472312758E+01,1.493061621195090E+01,1.491500214195674E+01,1.494290315967607E+01,1.487321851618905E+01,1.489386015719853E+01,1.487687014643912E+01,1.490476225044668E+01,1.590177691235699E+01,-3.856478170212920E+01,-3.846829305431034E+01,
 6.374000167846680E+01,-3.613084709957096E+01,-3.789183411072682E+01,-3.462043626178053E+01,2.161963308681965E+00,1.436579667855399E+01,2.447794628726215E+01,-2.496016337105182E+00,1.436927438253932E+01,1.574410077065926E+01,1.448171793178075E+01,1.611137523944440E+01,1.579991019514647E+01,1.433849991852636E+01,2.221985584676991E+01,1.491462202943961E+01,1.495570934394654E+01,1.488017561211901E+01,1.115183808906436E+01,2.435374466772047E+01,-1.481479746447748E+00,1.490698526118482E+01,1.493418815628989E+01,1.491879437816075E+01,1.494677305113210E+01,1.487684019280135E+01,1.489736003278058E+01,1.488120721128154E+01,1.490862873161867E+01,1.602701913155806E+01,-3.832330193435230E+01,-3.810798283184791E+01,
 1.274800033569336E+02,-3.571398119287618E+01,-3.743048595335882E+01,-3.421828315413900E+01,2.237679701532270E+00,1.443172014843099E+01,2.458025470890987E+01,-2.470801071183505E+00,1.447430579378625E+01,1.585516723951920E+01,1.458666862495498E+01,1.613197105798452E+01,1.583091937225190E+01,1.436871358778283E+01,2.227440411220976E+01,1.491910786475461E+01,1.496030197522962E+01,1.488470212489293E+01,1.121785106563591E+01,2.445751674168400E+01,-1.388704294373025E+00,1.491131475080582E+01,1.493860972829199E+01,1.492342895625583E+01,1.495148187236800E+01,1.488130925931403E+01,1.490170768226829E+01,1.488637328273957E+01,1.491333511703976E+01,1.615254419731529E+01,-3.807407298972988E+01,-3.774019583847537E+01,
 1.912200050354004E+02,-3.530571434268051E+01,-3.697607518312049E+01,-3.382333957360285E+01,2.318924241197498E+00,1.449949220321595E+01,2.468142583232436E+01,-2.439943918496573E+00,1.458122453579519E+01,1.596718229296848E+01,1.469348917683742E+01,1.615363377869053E+01,1.586352574905779E+01,1.440021981267556E+01,2.232872245309147E+01,1.492440838729851E+01,1.496570824719663E+01,1.489004559253663E+01,1.128180056659788E+01,2.455974422693097E+01,-1.294535381549085E+00,1.491646321180954E+01,1.494384813306048E+01,1.492887124136298E+01,1.495699712194924E+01,1.488659513270595E+01,1.490687417022131E+01,1.489232462046089E+01,1.491884558370079E+01,1.627807036137093E+01,-3.781670385375326E+01,-3.736684438089427E+01,
 2.549600067138672E+02,-3.490922103662317E+01,-3.653271272829615E+01,-3.343888325527423E+01,2.402318900415286E+00,1.457006315766371E+01,2.478124560539011E+01,-2.403479716313349E+00,1.468954745103801E+01,1.608014733327525E+01,1.480177234773945E+01,1.617629353702932E+01,1.589763272983131E+01,1.443289721246141E+01,2.238283766123205E+01,1.493049787960316E+01,1.497190280020967E+01,1.489618248327859E+01,1.134352757657695E+01,2.466051048382248E+01,-1.199678189551612E+00,1.492240857258638E+01,1.494988048068922E+01,1.493509377747576E+01,1.496329018861906E+01,1.489267553695308E+01,1.491283755273743E+01,1.489903381163752E+01,1.492513385347040E+01,1.640337724553544E+01,-3.755237777921485E+01,-3.699021757803577E+01,
 3.187000083923340E+02,-3.452739704952076E+01,-3.610492419856374E+01,-3.306705891828615E+01,2.486776793812312E+00,1.464268919884753E+01,2.487990500544711E+01,-2.362176039776546E+00,1.479895460663095E+01,1.619389563401438E+01,1.491120634684845E+01,1.619989430322762E+01,1.593312888807908E+01,1.446660065110989E+01,2.243676498313535E+01,1.493735102829868E+01,1.497886060598242E+01,1.490308744400557E+01,1.140294886201526E+01,2.475992581869290E+01,-1.105151226566179E+00,1.492912627151394E+01,1.495668249098061E+01,1.494207178198932E+01,1.497033505722292E+01,1.489952625290035E+01,1.491957322637278E+01,1.490648027336320E+01,1.493217546165455E+01,1.652822936261602E+01,-3.728243620150003E+01,-3.661281138679458E+01,
 3.824400100708008E+02,-3.416332833930588E+01,-3.569794380293348E+01,-3.271075937296149E+01,2.571560806176046E+00,1.471685513188942E+01,2.497798458236163E+01,-2.315790658269302E+00,1.490954152199517E+01,1.630823952081247E+01,1.502181720401866E+01,1.622435389250228E+01,1.596987402452606E+01,1.450110803791838E+01,2.249043139262078E+01,1.494494436412450E+01,1.498656050738238E+01,1.491073520125654E+01,1.145997210497460E+01,2.485812904557100E+01,-1.011822910505734E+00,1.493659327635556E+01,1.496423226914659E+01,1.494978129023750E+01,1.497811516971633E+01,1.490712251614080E+01,1.492705778958427E+01,1.491463455305413E+01,1.493994429161401E+01,1.665236505031127E+01,-3.700846699630012E+01,-3.623729294819807E+01,
 4.461800117492676E+02,-3.382034478352476E+01,-3.531443627891641E+01,-3.237130411031584E+01,2.660823144293588E+00,1.479309427253819E+01,2.507530946529336E+01,-2.265206209248515E+00,1.502075562868685E+01,1.642304448472196E+01,1.513317845427727E+01,1.624956939143514E+01,1.600763492007893E+01,1.453641248185709E+01,2.254394318636576E+01,1.495324305178362E+01,1.499496968287583E+01,1.491909315593828E+01,1.151448787440362E+01,2.495530515913924E+01,-9.203109386439046E-01,1.494477617407249E+01,1.497250009169195E+01,1.495818446544526E+01,1.498658872847471E+01,1.491543093243400E+01,1.493525713317631E+01,1.492344560211557E+01,1.494840128694863E+01,1.677538758835819E+01,-3.673059436793171E+01,-3.586633295275121E+01,
 5.099200134277344E+02,-3.350043327673330E+01,-3.495614463343979E+01,-3.205472993925931E+01,2.751422726213696E+00,1.487129363033792E+01,2.517175014785353E+01,-2.211360231733094E+00,1.513229906549403E+01,1.653824592406605E+01,1.524491134001832E+01,1.627552408495317E+01,1.604633512417460E+01,1.457248045502688E+01,2.259743917309435E+01,1.496221335550574E+01,1.500405128546672E+01,1.492812842143764E+01,1.156643761666240E+01,2.505158677929380E+01,-8.313112793506550E-01,1.495364659777218E+01,1.498144839626293E+01,1.496724805062936E+01,1.499572044568148E+01,1.492442459358936E+01,1.494414493497662E+01,1.493290649921834E+01,1.495751762692908E+01,1.689694379793374E+01,-3.645055795663095E+01,-3.550197683367158E+01,
 5.736600151062012E+02,-3.320540162506801E+01,-3.462556906489026E+01,-3.176234535329807E+01,2.836889957558475E+00,1.495116156648528E+01,2.526765938535542E+01,-2.153639343481643E+00,1.524393300680995E+01,1.665362532130937E+01,1.535678832626428E+01,1.630219618153680E+01,1.608590705944509E+01,1.460907106888157E+01,2.265088540291069E+01,1.497184729351981E+01,1.501379687151728E+01,1.493783255225706E+01,1.161588793513394E+01,2.514713070787903E+01,-7.456641033105883E-01,1.496319187144416E+01,1.499106928541950E+01,1.497696711873958E+01,1.500550500295890E+01,1.493409067839677E+01,1.495370757914155E+01,1.494300645794572E+01,1.496728765501282E+01,1.701686777029705E+01,-3.617127016767916E+01,-3.514697093758318E+01,
