ESATAN 2016 sp2;  MODEL MOVE_II_3_3_CASE_312;  TIME 17 December  2016  21:04:38
 
TIME,T604,T654,T706,T1043,T3000,T3012,T5013,T5014,T13012,T14014,T20044,T22043,T24012,T26012,T28012,T29012,T30045,T41102,T70100,T73507,T80037,T80062,T80137,T80162,T80237,T80262,T80337,T80362,T81062,T82000,T82100,
 0.000000000000000E+00,-3.768075397599842E+01,-3.945630227622727E+01,-3.622155740799286E+01,4.460294875248164E-02,1.204854620327856E+01,2.212962069500772E+01,-5.185942741015940E+00,1.193484527362907E+01,1.331892053216738E+01,1.204603680515197E+01,1.375246644959302E+01,1.360624356151482E+01,1.199286654584450E+01,1.982551205556513E+01,1.229840030771771E+01,1.233871840511681E+01,1.226670844374448E+01,8.808484313860534E+00,2.199799647169164E+01,-3.928437633850145E+00,1.229158508386220E+01,1.231796656514649E+01,1.230250013910254E+01,1.232979833837183E+01,1.226406790123552E+01,1.228258442979276E+01,1.226818696602399E+01,1.229297022233355E+01,1.368180028330706E+01,-3.973979552514759E+01,-3.961971842025845E+01,
 6.374000167846680E+01,-3.725506499773477E+01,-3.898641328422303E+01,-3.581092076345227E+01,1.260158190866525E-01,1.211944108434710E+01,2.224138283293599E+01,-5.160069720607631E+00,1.204657733402215E+01,1.343788269668989E+01,1.215771634921350E+01,1.377844665634732E+01,1.364158541887748E+01,1.202815302589267E+01,1.988683721775470E+01,1.230933610901673E+01,1.234976714572160E+01,1.227767155250138E+01,8.882680422248852E+00,2.210997026868880E+01,-3.833771549244061E+00,1.230236090051567E+01,1.232883480946168E+01,1.231358681455625E+01,1.234096268593732E+01,1.227497500565711E+01,1.229337909193291E+01,1.227980248798084E+01,1.230413019884176E+01,1.381450763131122E+01,-3.949395856885463E+01,-3.925444611181952E+01,
 1.274800033569336E+02,-3.683285211204609E+01,-3.851987129886295E+01,-3.540318567374493E+01,2.076699576930453E-01,1.219183902223290E+01,2.235019243800539E+01,-5.128749166432761E+00,1.215915241717785E+01,1.355696166892697E+01,1.227025243097973E+01,1.380552561904442E+01,1.367860575752926E+01,1.206479850021618E+01,1.994812283214282E+01,1.232108506262722E+01,1.236162119735600E+01,1.228945221011949E+01,8.954947683999878E+00,2.222023792669192E+01,-3.737131089040878E+00,1.231395209051165E+01,1.234051760843501E+01,1.232548221109718E+01,1.235293088852720E+01,1.228669580814122E+01,1.230498657409252E+01,1.229221332355410E+01,1.231609507737934E+01,1.394748402753047E+01,-3.924031764259393E+01,-3.888164223922674E+01,
 1.912200050354004E+02,-3.641920471884362E+01,-3.806022378117572E+01,-3.500263389780803E+01,2.948119025264039E-01,1.226606506391414E+01,2.245785059128965E+01,-5.091789163749792E+00,1.227359424765591E+01,1.367696843089012E+01,1.238463675950976E+01,1.383362115030694E+01,1.371716705157600E+01,1.210268204285200E+01,2.000914525997784E+01,1.233361065017064E+01,1.237425099620895E+01,1.230201173249517E+01,9.025130819360786E+00,2.232894723698327E+01,-3.639078297985136E+00,1.232632422227572E+01,1.235297932095388E+01,1.233814733052788E+01,1.236566767304249E+01,1.229919539414833E+01,1.231737485446330E+01,1.230537152750438E+01,1.232882604553161E+01,1.408044280112482E+01,-3.897848284673059E+01,-3.850322142455958E+01,
 2.549600067138672E+02,-3.601730340506138E+01,-3.761158589355419E+01,-3.461255046202078E+01,3.840694355374678E-01,1.234307060784446E+01,2.256414300850942E+01,-5.049224146177659E+00,1.238941973902207E+01,1.379790361716018E+01,1.250046303826150E+01,1.386266646738403E+01,1.375717733208081E+01,1.214168657062508E+01,2.006993235379095E+01,1.234688776767732E+01,1.238763178120491E+01,1.231532721046327E+01,9.093071077994455E+00,2.243618133348874E+01,-3.540318674770453E+00,1.233945582274754E+01,1.236619764568440E+01,1.235155534434698E+01,1.237914504953443E+01,1.231245210754791E+01,1.233052259288938E+01,1.231925036646129E+01,1.234229746143889E+01,1.421316352456462E+01,-3.870963876807908E+01,-3.812147587562601E+01,
 3.187000083923340E+02,-3.563005052338909E+01,-3.717848839057329E+01,-3.423508675990425E+01,4.743600732820525E-01,1.242211211179099E+01,2.266926048602904E+01,-5.001821556055889E+00,1.250630893776446E+01,1.391960046418436E+01,1.261741954479470E+01,1.389260842504124E+01,1.379852965965006E+01,1.218167080973728E+01,2.013050042927448E+01,1.236089175247419E+01,1.240173916027760E+01,1.232937394972479E+01,9.158685101217586E+00,2.254205028597409E+01,-3.441871113075368E+00,1.235332296198427E+01,1.238014892589037E+01,1.236568213210908E+01,1.239333766170456E+01,1.232644237828906E+01,1.234440582157120E+01,1.233382995740643E+01,1.235648552884208E+01,1.434541061896012E+01,-3.843512844696849E+01,-3.773890533539974E+01,
 3.824400100708008E+02,-3.526053952557817E+01,-3.676617154936275E+01,-3.387314336823827E+01,5.649517236077505E-01,1.250267434286834E+01,2.277378346801349E+01,-4.949338806527669E+00,1.262435738688615E+01,1.404187128412754E+01,1.273553233180705E+01,1.392336751680044E+01,1.384108795742805E+01,1.222241607969496E+01,2.019077720741440E+01,1.237559980492658E+01,1.241655263638348E+01,1.234412735077421E+01,9.221880555589209E+00,2.264669268536028E+01,-3.344604490992878E+00,1.236790325733136E+01,1.239481190981627E+01,1.238050441263432E+01,1.240822963989151E+01,1.234114210498123E+01,1.235900179150480E+01,1.234908156199262E+01,1.237136481860139E+01,1.447692229609950E+01,-3.815654170834264E+01,-3.735818127906060E+01,
 4.461800117492676E+02,-3.491210851966198E+01,-3.637730702135444E+01,-3.352804840036561E+01,6.600053376204985E-01,1.258529106014832E+01,2.287753689499719E+01,-4.892658462689371E+00,1.274301247351212E+01,1.416458153079427E+01,1.285437489432971E+01,1.395484325922342E+01,1.388462225303408E+01,1.226391867700110E+01,2.025086969870786E+01,1.239097777786066E+01,1.243204006507010E+01,1.235955550039259E+01,9.282548080971129E+00,2.275029332406488E+01,-3.249137042241396E+00,1.238316396024544E+01,1.241015753908044E+01,1.239598505085154E+01,1.242377988850155E+01,1.235651856578578E+01,1.237427705946824E+01,1.236495485781080E+01,1.238689697918198E+01,1.460730167948871E+01,-3.787400511660870E+01,-3.698197916100293E+01,
 5.099200134277344E+02,-3.458675265492403E+01,-3.601364507994398E+01,-3.320584819360981E+01,7.563880658923997E-01,1.266984955485225E+01,2.298039107723814E+01,-4.832718142858694E+00,1.286197629581557E+01,1.428766656249057E+01,1.297356843723036E+01,1.398702115451358E+01,1.392905915401873E+01,1.230614824502288E+01,2.031091748072368E+01,1.240699261920322E+01,1.244816526776639E+01,1.237562619928479E+01,9.340629260313849E+00,2.285298463934410E+01,-3.156165320406585E+00,1.239907737777186E+01,1.242614891770654E+01,1.241209147727375E+01,1.243995379420329E+01,1.237254553238766E+01,1.239020597897793E+01,1.238144363807945E+01,1.240305388236792E+01,1.473619540448721E+01,-3.758926110703148E+01,-3.661234945840494E+01,
 5.736600151062012E+02,-3.428628808959861E+01,-3.567769363060228E+01,-3.290785965449928E+01,8.476226921710251E-01,1.275605818641986E+01,2.308269866595210E+01,-4.768904106336756E+00,1.298100998017761E+01,1.441090778491557E+01,1.309288537979668E+01,1.401988158212434E+01,1.397433617458416E+01,1.234886659567882E+01,2.037088719969629E+01,1.242363702684662E+01,1.246492046127343E+01,1.239233168796015E+01,9.396190853381725E+00,2.295492326216311E+01,-3.066530129403176E+00,1.241563149470748E+01,1.244277879734597E+01,1.242881945157129E+01,1.245674671106712E+01,1.238921085735588E+01,1.240677559788900E+01,1.239853783265861E+01,1.241983056491632E+01,1.486343735703465E+01,-3.730522499504317E+01,-3.625204494371424E+01,
