ESATAN 2016 sp2;  MODEL MOVE_II_3_3_CASE_373;  TIME 17 December  2016  23:30:53
 
TIME,T604,T654,T706,T1043,T3000,T3012,T5013,T5014,T13012,T14014,T20044,T22043,T24012,T26012,T28012,T29012,T30045,T41102,T70100,T73507,T80037,T80062,T80137,T80162,T80237,T80262,T80337,T80362,T81062,T82000,T82100,
 0.000000000000000E+00,-3.011065331712891E+01,-3.152577903083974E+01,-2.873365520500221E+01,-6.214650475817276E-01,2.821776814878968E+00,6.843474472355938E+00,-3.659444439211292E+00,-4.903168951831851E-01,-1.418007682309562E+00,-5.382687908939293E-01,8.656634120481939E+00,9.793702791377656E+00,5.856656346368500E+00,1.131003708294257E+01,6.682784140844061E+00,6.707121949846091E+00,6.658514152911418E+00,2.373964518172563E+00,6.713524309171285E+00,-4.048421651232231E+00,6.673321862965523E+00,6.690395719753887E+00,6.687400463935510E+00,6.705694994750963E+00,6.653278597832406E+00,6.666411522457572E+00,6.657559706465406E+00,6.679796882425044E+00,-1.439062459631507E+00,-3.133089149585959E+01,-2.994335095938794E+01,
 6.374000167846680E+01,-2.986175012917061E+01,-3.127054649411283E+01,-2.848383614756176E+01,-6.518708831535932E-01,2.951231815049555E+00,7.589859464509719E+00,-3.456760044515745E+00,-4.420194856462192E-03,-9.081430795926136E-01,-6.214540256498187E-02,8.697258090078641E+00,9.859926930112426E+00,5.915921690269901E+00,1.142458069584787E+01,6.691142930173802E+00,6.716012507824628E+00,6.667356168741611E+00,2.312630254601787E+00,7.461791213490140E+00,-3.956052115616060E+00,6.682466549192435E+00,6.699700738310693E+00,6.695385036599865E+00,6.713890121776307E+00,6.662501394297615E+00,6.675573992731993E+00,6.665548303969048E+00,6.687767516629838E+00,-9.245829613145076E-01,-3.091169052271399E+01,-2.980422050142274E+01,
 1.274800033569336E+02,-2.989347547371174E+01,-3.117526218510580E+01,-2.824611988090544E+01,-5.578591088240953E-01,2.852084565752970E+00,7.868237772199005E+00,-3.110104537223359E+00,2.731839297800083E-01,-6.828432775664428E-01,2.031449068804446E-01,8.732730776748284E+00,9.909130829662045E+00,5.966329224027403E+00,1.154596112528481E+01,6.701004398092604E+00,6.726428332627322E+00,6.677747880363772E+00,2.285560714525499E+00,7.780541025867772E+00,-3.935275716121586E+00,6.693287359542142E+00,6.710674457494926E+00,6.704877537135193E+00,6.723565317547727E+00,6.673432864169070E+00,6.686417849021885E+00,6.675118658731417E+00,6.697264587426386E+00,-6.957215024935998E-01,-3.064493004839258E+01,-2.972794408864511E+01,
 1.912200050354004E+02,-3.002844196166312E+01,-3.123086629780709E+01,-2.809792081360116E+01,-3.396254879512413E-01,2.729086816657986E+00,7.925428053521441E+00,-2.579284128776004E+00,4.948800419767773E-01,-5.722855023974882E-01,4.099430305596771E-01,8.769495690561193E+00,9.958931336280765E+00,6.014717191690791E+00,1.166376587872963E+01,6.713250860222342E+00,6.739301305673934E+00,6.690770455769604E+00,2.259746107067559E+00,7.893425528851985E+00,-3.966793930859151E+00,6.706775415078325E+00,6.724271087507520E+00,6.716563324023358E+00,6.735427473259333E+00,6.687132136594836E+00,6.699957313612901E+00,6.686659115769756E+00,6.708926544989520E+00,-5.993978448976919E-01,-3.041859710303446E+01,-2.967157476846627E+01,
 2.549600067138672E+02,-3.027591589102089E+01,-3.142876964933300E+01,-2.805336518387265E+01,2.383314627125494E-03,2.653268370368314E+00,7.751283505574692E+00,-1.714798473582453E+00,6.889684639030043E-01,-5.765462542068601E-01,5.863505764207519E-01,8.813404296836090E+00,1.002326384412262E+01,6.067968758264662E+00,1.177370666583717E+01,6.728800983600692E+00,6.755478710220097E+00,6.707384066719583E+00,2.218048107606651E+00,7.779844942738205E+00,-4.081078438578825E+00,6.723931029337797E+00,6.741421018979803E+00,6.731319614844048E+00,6.750306221011733E+00,6.704608495029876E+00,6.717201433093739E+00,6.700988467278478E+00,6.723626917500474E+00,-6.461916376680984E-01,-3.019348459502320E+01,-2.965325663021012E+01,
 3.187000083923340E+02,-3.048862791118735E+01,-3.171185292225262E+01,-2.818362398013122E+01,4.094116048651819E-01,2.708058134717456E+00,7.390934422626180E+00,-8.323649527494257E-01,7.662436844819713E-01,-7.046967293871457E-01,6.541322216566736E-01,8.865498230967695E+00,1.010799032408947E+01,6.128887479120200E+00,1.186251766474212E+01,6.746646867577472E+00,6.773861610370099E+00,6.726489471408229E+00,2.166551366708212E+00,7.452791247033552E+00,-4.249920243154957E+00,6.743364640348410E+00,6.760716947115886E+00,6.748257158719315E+00,6.767311396358330E+00,6.724536197869791E+00,6.736777348117212E+00,6.717318164340580E+00,6.740491567767253E+00,-8.441956137137171E-01,-3.004332034764300E+01,-2.970339465977570E+01,
 3.824400100708008E+02,-3.021019733223807E+01,-3.176217560686171E+01,-2.826451690462286E+01,6.824405885600417E-01,3.004428496802078E+00,7.179804343968364E+00,-3.372351063667572E-01,7.992304904527808E-01,-7.548926133479247E-01,6.926445348440656E-01,8.923836500577922E+00,1.020791425198330E+01,6.197763543239741E+00,1.193265405037459E+01,6.764965470970798E+00,6.792365855203568E+00,6.745501929284055E+00,2.126367443620906E+00,7.228580462185048E+00,-4.357986947595772E+00,6.761968036231717E+00,6.779227144577540E+00,6.766227915938194E+00,6.785319959556712E+00,6.743620269933371E+00,6.755504047296991E+00,6.735145051563981E+00,6.758446491842763E+00,-9.699124918291080E-01,-2.992258377733404E+01,-2.973256442685679E+01,
 4.461800117492676E+02,-2.961992085131670E+01,-3.151438023081473E+01,-2.804160177644363E+01,8.280339307224139E-01,3.234851298172870E+00,7.149796150435657E+00,-1.702515976346718E-01,8.393566896406507E-01,-7.095694452973776E-01,7.411839004274193E-01,8.981851327714820E+00,1.030780271896538E+01,6.268442767278422E+00,1.199133270281773E+01,6.782303580495755E+00,6.809693867799701E+00,6.763037849215578E+00,2.115448749227161E+00,7.171894830159913E+00,-4.380009221034999E+00,6.778821591153982E+00,6.796085098694061E+00,6.783628469488012E+00,6.802726938122342E+00,6.760785347756535E+00,6.772417255406408E+00,6.752865448207218E+00,6.775892481927575E+00,-9.825092657028155E-01,-2.980490363041299E+01,-2.965747172031886E+01,
 5.099200134277344E+02,-2.874783532164869E+01,-3.097168406445970E+01,-2.754244231690686E+01,8.865606220015926E-01,3.446283460298833E+00,7.226999027494350E+00,-1.272728559631079E-01,9.094130223625825E-01,-5.864163799312128E-01,8.212824490791708E-01,9.038860415166729E+00,1.040337168893621E+01,6.339556571278478E+00,1.204622231490567E+01,6.799530323546761E+00,6.826816034826364E+00,6.780119123076629E+00,2.125432680341312E+00,7.217334345594767E+00,-4.346962324844709E+00,6.795107678713616E+00,6.812457544465398E+00,6.801185019013017E+00,6.820292782883550E+00,6.777244784380534E+00,6.788717166903028E+00,6.771037081914304E+00,6.793532379718752E+00,-9.161960473787565E-01,-2.963484740915082E+01,-2.944295709881458E+01,
 5.736600151062012E+02,-2.757987780476985E+01,-3.014147666699571E+01,-2.677874027974864E+01,8.764831431130679E-01,3.653396951341791E+00,7.428533923527569E+00,-1.929339435336239E-01,1.030339012296607E+00,-3.573729245758587E-01,9.542021587757025E-01,9.093062359621975E+00,1.049006355030708E+01,6.408404020257511E+00,1.210175499702348E+01,6.816897799401497E+00,6.844040628695579E+00,6.797071627475747E+00,2.162698586550751E+00,7.384711734242869E+00,-4.245012479599585E+00,6.811177734820179E+00,6.828692414689159E+00,6.819083973053452E+00,6.838223861496161E+00,6.793383637762052E+00,6.804765747647703E+00,6.789821845890325E+00,6.811545108503463E+00,-7.469068310100836E-01,-2.936576667569192E+01,-2.901789461906656E+01,
